model,n_params_B,train_dataset,eval_dataset,n_shots,seed,accuracy,f1_macro,parse_rate,intra_cross
Mistral 7B,7.0,fracas-gq,rte3,5,42,0.6117216117216118,0.5908372505402458,1.0,Cross
Gemma 2 9B,9.0,rte3,rte3,0,42,0.7062937062937062,0.6774603174603174,0.5238095238095238,Intra
Mistral 7B,7.0,daccord,rte3,3,999,0.6153846153846154,0.5734452054967828,1.0,Cross
Gemma 2 9B,9.0,sick,rte3,0,42,0.7062937062937062,0.6774603174603174,0.5238095238095238,Cross
Mistral 7B,7.0,rte3,rte3,3,999,0.5897435897435898,0.5608582659464728,1.0,Intra
Gemma 2 9B,9.0,gqnli,rte3,0,42,0.7062937062937062,0.6774603174603174,0.5238095238095238,Cross
Mistral 7B,7.0,sick,rte3,3,999,0.6190476190476191,0.5950300432101683,1.0,Cross
Gemma 2 9B,9.0,fracas-gq,rte3,0,42,0.7062937062937062,0.6774603174603174,0.5238095238095238,Cross
Mistral 7B,7.0,gqnli,rte3,3,999,0.6117216117216118,0.5817603420953578,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,3,999,0.5934065934065934,0.5559126457833354,1.0,Cross
Mistral 7B,7.0,daccord,rte3,3,123,0.663003663003663,0.62654962397789,1.0,Cross
Gemma 2 9B,9.0,daccord,sick,10,999,0.66,0.6247295349582876,1.0,Cross
Mistral 7B,7.0,rte3,rte3,3,123,0.5787545787545788,0.5396107894122641,1.0,Intra
Mistral 7B,7.0,sick,rte3,3,123,0.6007326007326007,0.5651860654333677,1.0,Cross
Mistral 7B,7.0,gqnli,rte3,3,123,0.6007326007326007,0.5690836940836941,1.0,Cross
Gemma 2 9B,9.0,rte3,sick,10,999,0.7633333333333333,0.7625554417616175,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,3,123,0.6483516483516484,0.6259782170229932,1.0,Cross
Mistral 7B,7.0,daccord,rte3,3,42,0.6117216117216118,0.5844054580896686,1.0,Cross
Gemma 2 9B,9.0,sick,sick,10,999,0.8166666666666667,0.8197368421052632,1.0,Intra
Mistral 7B,7.0,rte3,rte3,3,42,0.5787545787545788,0.5365401952779479,1.0,Intra
Mistral 7B,7.0,sick,rte3,3,42,0.575091575091575,0.5337948070742256,1.0,Cross
Gemma 2 9B,9.0,gqnli,sick,10,999,0.6433333333333333,0.6168090896480409,1.0,Cross
Mistral 7B,7.0,gqnli,rte3,3,42,0.5787545787545788,0.5431558496518294,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,3,42,0.6117216117216118,0.5908372505402458,1.0,Cross
Gemma 2 9B,9.0,fracas-gq,sick,10,999,0.7,0.6933862433862434,1.0,Cross
Mistral 7B,7.0,daccord,rte3,1,999,0.5860805860805861,0.5082364341085271,1.0,Cross
Mistral 7B,7.0,rte3,rte3,1,999,0.5860805860805861,0.5487528344671202,1.0,Intra
Mistral 7B,7.0,sick,rte3,1,999,0.5641025641025641,0.4770640797684223,1.0,Cross
Gemma 2 9B,9.0,daccord,sick,10,123,0.6733333333333333,0.6489478946597615,1.0,Cross
Mistral 7B,7.0,gqnli,rte3,1,999,0.6153846153846154,0.5867531765341985,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,1,999,0.5421245421245421,0.4715612243245101,1.0,Cross
Mistral 7B,7.0,daccord,rte3,1,123,0.6776556776556777,0.6643069169496231,1.0,Cross
Gemma 2 9B,9.0,rte3,sick,10,123,0.6833333333333333,0.6599321377547184,1.0,Cross
Mistral 7B,7.0,rte3,rte3,1,123,0.6043956043956044,0.5797019633581376,1.0,Intra
Mistral 7B,7.0,sick,rte3,1,123,0.6593406593406593,0.6395847235541892,1.0,Cross
Gemma 2 9B,9.0,sick,sick,10,123,0.7866666666666666,0.7846191515199727,1.0,Intra
Mistral 7B,7.0,gqnli,rte3,1,123,0.6666666666666666,0.6434101817820735,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,1,123,0.6666666666666666,0.6509132420091325,1.0,Cross
Mistral 7B,7.0,daccord,rte3,1,42,0.5494505494505495,0.4833901676612673,1.0,Cross
Gemma 2 9B,9.0,gqnli,sick,10,123,0.6633333333333333,0.6352300040455963,1.0,Cross
Mistral 7B,7.0,rte3,rte3,1,42,0.6007326007326007,0.5807660341076814,1.0,Intra
Mistral 7B,7.0,sick,rte3,1,42,0.5494505494505495,0.4951679412205728,1.0,Cross
Mistral 7B,7.0,gqnli,rte3,1,42,0.575091575091575,0.5339314469749252,1.0,Cross
Gemma 2 9B,9.0,fracas-gq,sick,10,123,0.6533333333333333,0.6230218280586315,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,1,42,0.6227106227106227,0.6055945185692021,1.0,Cross
Mistral 7B,7.0,daccord,rte3,0,999,0.6227106227106227,0.6045345484904864,1.0,Cross
Mistral 7B,7.0,rte3,rte3,0,999,0.6227106227106227,0.6045345484904864,1.0,Intra
Mistral 7B,7.0,sick,rte3,0,999,0.6227106227106227,0.6045345484904864,1.0,Cross
Gemma 2 9B,9.0,daccord,sick,10,42,0.7,0.6865492346669244,1.0,Cross
Mistral 7B,7.0,gqnli,rte3,0,999,0.6227106227106227,0.6045345484904864,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,0,999,0.6227106227106227,0.6045345484904864,1.0,Cross
Mistral 7B,7.0,daccord,rte3,0,123,0.6373626373626373,0.6209741012587214,1.0,Cross
Mistral 7B,7.0,rte3,rte3,0,123,0.6373626373626373,0.6209741012587214,1.0,Intra
Gemma 2 9B,9.0,rte3,sick,10,42,0.7266666666666667,0.7245650048875856,1.0,Cross
Mistral 7B,7.0,sick,rte3,0,123,0.6373626373626373,0.6209741012587214,1.0,Cross
Mistral 7B,7.0,gqnli,rte3,0,123,0.6373626373626373,0.6209741012587214,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,0,123,0.6373626373626373,0.6209741012587214,1.0,Cross
Gemma 2 9B,9.0,sick,sick,10,42,0.8233333333333334,0.8272118146117985,1.0,Intra
Mistral 7B,7.0,daccord,rte3,0,42,0.6263736263736264,0.6085287103832879,1.0,Cross
Mistral 7B,7.0,rte3,rte3,0,42,0.6263736263736264,0.6085287103832879,1.0,Intra
Mistral 7B,7.0,sick,rte3,0,42,0.6263736263736264,0.6085287103832879,1.0,Cross
Gemma 2 9B,9.0,gqnli,sick,10,42,0.7233333333333334,0.716370386792922,1.0,Cross
Mistral 7B,7.0,gqnli,rte3,0,42,0.6263736263736264,0.6085287103832879,1.0,Cross
Mistral 7B,7.0,fracas-gq,rte3,0,42,0.6263736263736264,0.6085287103832879,1.0,Cross
Gemma 2 9B,9.0,fracas-gq,sick,10,42,0.67,0.6454844942185747,1.0,Cross
Gemma 2 9B,9.0,daccord,sick,5,999,0.6533333333333333,0.6272702199406109,1.0,Cross
Mistral 7B,7.0,daccord,sick,10,999,0.7966666666666666,0.7953780924807455,1.0,Cross
Gemma 2 9B,9.0,rte3,sick,5,999,0.6809338521400778,0.5427037323899437,0.8566666666666667,Cross
Mistral 7B,7.0,rte3,sick,10,999,0.8233333333333334,0.8229177972407408,1.0,Cross
Gemma 2 9B,9.0,sick,sick,5,999,0.8085106382978723,0.6084793473889815,0.47,Intra
Mistral 7B,7.0,sick,sick,10,999,0.78,0.7727594361581289,1.0,Intra
Gemma 2 9B,9.0,gqnli,sick,5,999,0.7229437229437229,0.550929324837064,0.77,Cross
Gemma 2 9B,9.0,fracas-gq,sick,5,999,0.8130841121495327,0.5483288166214996,0.3566666666666667,Cross
Mistral 7B,7.0,gqnli,sick,10,999,0.8066666666666666,0.8037166106401631,1.0,Cross
Gemma 2 9B,9.0,daccord,sick,5,123,0.6421404682274248,0.6041610154907846,0.9966666666666668,Cross
Mistral 7B,7.0,fracas-gq,sick,10,999,0.74,0.7302101251746352,1.0,Cross
Gemma 2 9B,9.0,rte3,sick,5,123,0.673728813559322,0.5453746323082367,0.7866666666666666,Cross
Mistral 7B,7.0,daccord,sick,10,123,0.7533333333333333,0.7501626881485501,1.0,Cross
Gemma 2 9B,9.0,sick,sick,5,123,0.8478260869565217,0.7314968623108157,0.3066666666666666,Intra
Gemma 2 9B,9.0,gqnli,sick,5,123,0.620253164556962,0.4547683572073816,0.2633333333333333,Cross
Mistral 7B,7.0,rte3,sick,10,123,0.7766666666666666,0.7763281839600357,1.0,Cross
Gemma 2 9B,9.0,fracas-gq,sick,5,123,0.7213114754098361,0.5252268024828903,0.4066666666666667,Cross
Mistral 7B,7.0,sick,sick,10,123,0.7133333333333334,0.6754059008391845,1.0,Intra
Gemma 2 9B,9.0,daccord,sick,5,42,0.6933333333333334,0.6750587550175745,1.0,Cross
Mistral 7B,7.0,gqnli,sick,10,123,0.7333333333333333,0.7176971108569599,1.0,Cross
Gemma 2 9B,9.0,rte3,sick,5,42,0.72,0.5489187886790591,0.75,Cross
Gemma 2 9B,9.0,sick,sick,5,42,0.7849462365591398,0.5569561157796452,0.31,Intra
Mistral 7B,7.0,fracas-gq,sick,10,123,0.7733333333333333,0.7650515809647834,1.0,Cross
Gemma 2 9B,9.0,gqnli,sick,5,42,0.7562189054726368,0.6016103053533075,0.67,Cross
Gemma 2 9B,9.0,fracas-gq,sick,5,42,0.7,0.4830141358869129,0.4,Cross
Mistral 7B,7.0,daccord,sick,10,42,0.75,0.742040258206583,1.0,Cross
Gemma 2 9B,9.0,daccord,sick,3,999,0.691358024691358,0.5244465818505079,0.81,Cross
Gemma 2 9B,9.0,rte3,sick,3,999,0.6809338521400778,0.5427037323899437,0.8566666666666667,Cross
Mistral 7B,7.0,rte3,sick,10,42,0.7533333333333333,0.7414937552868587,1.0,Cross
